roc_year,month,code,name,revenue_this_month,revenue_last_month,revenue_last_year_same_month,mom_pct,yoy_pct,revenue_cum_this_year,revenue_cum_last_year,cum_pct
115,8,1101,台泥,13515534,13744103,12214776,-1.66,10.64,98726969,96131621,2.69
115,8,1102,亞泥,5590320,5398231,5663764,3.55,-1.29,43694999,46760798,-6.55
115,8,1103,嘉泥,230872,242322,236882,-4.72,-2.53,1828907,2009771,-8.99
115,8,1104,環泥,517521,663235,603054,-21.97,-14.18,4740038,5075610,-6.61
115,8,1108,幸福,290125,309786,344143,-6.34,-15.69,2503880,3074851,-18.56
115,8,1109,信大,268621,292047,365337,-8.02,-26.47,2418514,2955412,-18.16
115,8,1110,東泥,169661,261007,236226,-34.99,-28.17,1697994,1915787,-11.36
115,8,1201,味全,2000571,1991488,1974741,0.45,1.3,14437677,14557137,-0.82
115,8,1203,味王,460482,431017,470431,6.83,-2.11,3502289,3853876,-9.12
115,8,1210,大成,9704420,9639463,8556083,0.67,13.42,73025213,66964322,9.05
115,8,1213,大飲,40028,32555,34176,22.95,17.12,223170,192655,15.83
115,8,1215,卜蜂,2363683,2562688,2333191,-7.76,1.3,19328014,18462943,4.68
115,8,1216,統一,63101242,62168637,60796560,1.5,3.79,475247869,456749367,4.05
115,8,1217,愛之味,680053,505906,591972,34.42,14.87,3539508,3506670,0.93
115,8,1218,泰山,531098,563843,1021563,-5.8,-48.01,6127206,6851356,-10.56
115,8,1219,福壽,984933,882904,1150184,11.55,-14.36,8944101,9394745,-4.79
115,8,1220,台榮,361183,279357,280352,29.29,28.83,2144655,2110539,1.61
115,8,1225,福懋油,715560,903312,939446,-20.78,-23.83,8047973,8177723,-1.58
115,8,1227,佳格,2624457,2077948,2370684,26.3,10.7,18636102,17354367,7.38
115,8,1229,聯華,883894,2104623,1017481,-58.0,-13.12,8022524,8528092,-5.92
115,8,1231,聯華食,1248708,1184866,1168240,5.38,6.88,8759524,8418113,4.05
115,8,1232,大統益,2395366,2488656,1780197,-3.74,34.55,16366019,14040068,16.56
115,8,1233,天仁,193635,166958,178499,15.97,8.47,1492026,1418395,5.19
115,8,1234,黑松,893504,866862,887896,3.07,0.63,6196982,6430833,-3.63
115,8,1235,興泰,3666,8605,18931,-57.39,-80.63,105697,100030,5.66
115,8,1236,宏亞,166049,167970,163447,-1.14,1.59,1219287,1149503,6.07
115,8,1702,南僑,1971512,1864175,1948584,5.75,1.17,15366880,15279888,0.56
115,8,1737,臺鹽,275018,276992,286105,-0.71,-3.87,2110519,2225808,-5.17
115,8,7780,大研生醫*,203124,197244,147044,2.98,38.13,1480553,1086039,36.32
115,8,7791,皇家可口,268378,265715,287953,1.0,-6.79,1694224,1830837,-7.46
115,8,1301,台塑,13992385,15293925,13103184,-8.51,6.78,118525399,120289544,-1.46
115,8,1303,南亞,30601161,30572583,20853020,0.09,46.74,213417020,173273519,23.16
115,8,1304,台聚,3671323,3340929,3376784,9.88,8.72,28772859,30613143,-6.01
115,8,1305,華夏,682270,567866,768703,20.14,-11.24,6653515,6641394,0.18
115,8,1307,三芳,1053304,1066159,950351,-1.2,10.83,7782856,7316353,6.37
115,8,1308,亞聚,518710,501654,459866,3.39,12.79,3872607,3800931,1.88
115,8,1309,台達化,1147797,1032063,1079037,11.21,6.37,8353962,10315570,-19.01
115,8,1310,台苯,827062,668728,716796,23.67,15.38,5658190,6239188,-9.31
115,8,1312,國喬,2381254,1422114,1258413,67.44,89.22,16669124,13872173,20.16
115,8,1313,聯成,5244696,5091842,4946044,3.0,6.03,41672457,39018021,6.8
115,8,1314,中石化,927609,1059916,1227152,-12.48,-24.4,9967217,14277915,-30.19
115,8,1315,達新,219175,218590,199708,0.26,9.74,1404733,1585227,-11.38
115,8,1321,大洋,271109,297426,256760,-8.84,5.58,2486189,2502388,-0.64
115,8,1323,永裕,213908,189518,159541,12.86,34.07,1484454,1352098,9.78
