roc_year,month,code,name,revenue_this_month,revenue_last_month,revenue_last_year_same_month,mom_pct,yoy_pct,revenue_cum_this_year,revenue_cum_last_year,cum_pct
115,7,1101,台泥,13744103,13382706,13535929,2.7,1.53,85211435,83916845,1.54
115,7,1102,亞泥,5398231,5885972,5836590,-8.28,-7.51,38104679,41097034,-7.28
115,7,1103,嘉泥,242322,229237,251867,5.7,-3.78,1598035,1772889,-9.86
115,7,1104,環泥,663235,508460,575078,30.43,15.32,4222517,4472556,-5.59
115,7,1108,幸福,309786,265297,357412,16.76,-13.32,2213755,2730708,-18.93
115,7,1109,信大,292047,314135,367999,-7.03,-20.63,2149893,2590075,-16.99
115,7,1110,東泥,261007,213484,190570,22.26,36.96,1528333,1679561,-9.0
115,7,1201,味全,1991488,1825679,1850418,9.08,7.62,12437106,12582396,-1.15
115,7,1203,味王,431017,427563,439000,0.8,-1.81,3041807,3383445,-10.09
115,7,1210,大成,9639463,8952188,7933720,7.67,21.49,63320793,58408239,8.41
115,7,1213,大飲,32555,25270,23287,28.82,39.79,183142,158479,15.56
115,7,1215,卜蜂,2562688,2419781,2371761,5.9,8.05,16964331,16129752,5.17
115,7,1216,統一,62168637,58301112,57114520,6.63,8.84,412146627,395952807,4.08
115,7,1217,愛之味,505906,414313,486959,22.1,3.89,2859455,2914699,-1.89
115,7,1218,泰山,563843,713728,893928,-21.0,-36.92,5596108,5829793,-4.0
115,7,1219,福壽,882904,1104022,1105072,-20.02,-20.1,7959168,8244561,-3.46
115,7,1220,台榮,279357,273600,275553,2.1,1.38,1783472,1830187,-2.55
115,7,1225,福懋油,903312,1006736,1006566,-10.27,-10.25,7332413,7238277,1.3
115,7,1227,佳格,2077948,1949498,1928591,6.58,7.74,16011645,14983683,6.86
115,7,1229,聯華,2104623,1027017,978972,104.92,114.98,7138630,7510611,-4.95
115,7,1231,聯華食,1184866,1030161,1144425,15.01,3.53,7510816,7249873,3.59
115,7,1232,大統益,2488656,1866048,1758494,33.36,41.52,13970653,12259872,13.95
115,7,1233,天仁,166958,195470,160451,-14.58,4.05,1298392,1239896,4.71
115,7,1234,黑松,866862,728270,846219,19.03,2.43,5303478,5542937,-4.32
115,7,1235,興泰,8605,11632,12929,-26.02,-33.44,102031,81099,25.81
115,7,1236,宏亞,167970,110212,136074,52.4,23.44,1053238,986056,6.81
115,7,1702,南僑,1864175,1874328,1704755,-0.54,9.35,13408320,13331304,0.57
115,7,1737,臺鹽,276992,256387,263317,8.03,5.19,1835501,1939703,-5.37
115,7,7780,大研生醫*,197244,241821,149342,-18.43,32.07,1277429,938995,36.04
115,7,7791,皇家可口,265715,245172,274604,8.37,-3.23,1425846,1542884,-7.58
115,7,1301,台塑,15293925,13976274,14597054,9.42,4.77,104533015,107186360,-2.47
115,7,1303,南亞,30572583,27134592,21152898,12.67,44.53,182815859,152420499,19.94
115,7,1304,台聚,3340929,2879163,3514742,16.03,-4.94,25101536,27236359,-7.83
115,7,1305,華夏,567866,564306,752645,0.63,-24.55,5971245,5872691,1.67
115,7,1307,三芳,1066159,852934,960365,24.99,11.01,6729552,6366002,5.71
